severity,disease,filename,filepath,width,height,format,mode
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0067913.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0067913.jpg,1024,1024,JPEG,RGB
Sedang,Warts Molluscum and other Viral Infections,v-warts-common-23.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\v-warts-common-23.jpg,720,472,JPEG,RGB
Ringan,Eczema,t-eczema-nummular-176.jpg,D:/Analisis data cptn/Data capston project\Ringan\Eczema\t-eczema-nummular-176.jpg,477,720,JPEG,RGB
Terparah,Melanoma,ISIC_6867686.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_6867686.jpg,512,512,JPEG,RGB
Normal,healthy skin,IMG_20230617_104609_jpg.rf.c51fe66772b4183276f7023c119ad871.jpg,D:/Analisis data cptn/Data capston project\Normal\healthy skin\IMG_20230617_104609_jpg.rf.c51fe66772b4183276f7023c119ad871.jpg,512,512,JPEG,RGB
Ringan,hyperpigmentation,saturation-150acquired-dermal-macular-hyperpigmentation-008-v2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,D:/Analisis data cptn/Data capston project\Ringan\hyperpigmentation\saturation-150acquired-dermal-macular-hyperpigmentation-008-v2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,294,222,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0026637.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0026637.jpg,600,450,JPEG,RGB
Sedang,Melasma,04553_png_jpg.rf.b789f6f28c32e9eacdc83f5892de26bd.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\04553_png_jpg.rf.b789f6f28c32e9eacdc83f5892de26bd.jpg,512,512,JPEG,RGB
Normal,healthy skin,normal107.png,D:/Analisis data cptn/Data capston project\Normal\healthy skin\normal107.png,224,224,PNG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0072988.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0072988.jpg,1024,1024,JPEG,RGB
Terparah,Seborrheic Keratoses and other Benign Tumors,t-calcifying-epithelioma-6.jpg,D:/Analisis data cptn/Data capston project\Terparah\Seborrheic Keratoses and other Benign Tumors\t-calcifying-epithelioma-6.jpg,476,720,JPEG,RGB
Terparah,Melanoma,ISIC_7403913.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7403913.jpg,512,512,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0067286.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0067286.jpg,1024,1024,JPEG,RGB
Sedang,Melasma,19_jpeg_jpg.rf.eefcf4615e55e074a84cc90ec877d94b.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\19_jpeg_jpg.rf.eefcf4615e55e074a84cc90ec877d94b.jpg,512,512,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0060859.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0060859.jpg,1024,1024,JPEG,RGB
Terparah,Melanoma,ISIC_6653225.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_6653225.jpg,512,512,JPEG,RGB
Sedang,Melasma,levle1_440_jpg.rf.4c3a05750553adf642e8f3e7ecaa2336.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\levle1_440_jpg.rf.4c3a05750553adf642e8f3e7ecaa2336.jpg,512,512,JPEG,RGB
Terparah,Seborrheic Keratoses and other Benign Tumors,1_44.jpg,D:/Analisis data cptn/Data capston project\Terparah\Seborrheic Keratoses and other Benign Tumors\1_44.jpg,294,222,JPEG,RGB
Terparah,Melanoma,ISIC_7289716.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7289716.jpg,512,512,JPEG,RGB
Sedang,Warts Molluscum and other Viral Infections,t-eczema-herpeticum-8.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\t-eczema-herpeticum-8.jpg,720,483,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0059577.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0059577.jpg,1024,1024,JPEG,RGB
Terparah,Melanoma,ISIC_7022071.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7022071.jpg,512,512,JPEG,RGB
Sedang,Warts Molluscum and other Viral Infections,5_12.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\5_12.jpg,294,222,JPEG,RGB
Terparah,Melanoma,ISIC_7116781.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7116781.jpg,512,512,JPEG,RGB
Sedang,Psoriasis pictures Lichen Planus and related diseases,t-Lichen-Sclerosus-Skin-99.jpg,D:/Analisis data cptn/Data capston project\Sedang\Psoriasis pictures Lichen Planus and related diseases\t-Lichen-Sclerosus-Skin-99.jpg,720,477,JPEG,RGB
Terparah,Seborrheic Keratoses and other Benign Tumors,t-dermatofibroma-85.jpg,D:/Analisis data cptn/Data capston project\Terparah\Seborrheic Keratoses and other Benign Tumors\t-dermatofibroma-85.jpg,720,480,JPEG,RGB
Sedang,Psoriasis pictures Lichen Planus and related diseases,t-Psoriasis-Hand-18.jpg,D:/Analisis data cptn/Data capston project\Sedang\Psoriasis pictures Lichen Planus and related diseases\t-Psoriasis-Hand-18.jpg,720,472,JPEG,RGB
Terparah,Melanoma,ISIC_7486506.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7486506.jpg,512,512,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0064457.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0064457.jpg,1024,1024,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0063171.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0063171.jpg,1024,1024,JPEG,RGB
Sedang,Warts Molluscum and other Viral Infections,t-corns-37.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\t-corns-37.jpg,720,474,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0066250.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0066250.jpg,1024,1024,JPEG,RGB
Ringan,Eczema,t-eczema-subacute-49.jpg,D:/Analisis data cptn/Data capston project\Ringan\Eczema\t-eczema-subacute-49.jpg,720,472,JPEG,RGB
Sedang,Psoriasis pictures Lichen Planus and related diseases,t-Psoriasis-nails-8.jpg,D:/Analisis data cptn/Data capston project\Sedang\Psoriasis pictures Lichen Planus and related diseases\t-Psoriasis-nails-8.jpg,720,472,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0033791.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0033791.jpg,600,450,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0065041.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0065041.jpg,1024,1024,JPEG,RGB
Terparah,Seborrheic Keratoses and other Benign Tumors,t-leiomyomata-3.jpg,D:/Analisis data cptn/Data capston project\Terparah\Seborrheic Keratoses and other Benign Tumors\t-leiomyomata-3.jpg,720,489,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0067103.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0067103.jpg,1024,1024,JPEG,RGB
Sedang,Melasma,levle1_194_jpg.rf.89bb3162b660a81e63ecb66cf45eb62a.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\levle1_194_jpg.rf.89bb3162b660a81e63ecb66cf45eb62a.jpg,512,512,JPEG,RGB
Ringan,Eczema,t-eczema-nummular-123.jpg,D:/Analisis data cptn/Data capston project\Ringan\Eczema\t-eczema-nummular-123.jpg,720,472,JPEG,RGB
Ringan,Eczema,t-neurotic-excoriations-46.jpg,D:/Analisis data cptn/Data capston project\Ringan\Eczema\t-neurotic-excoriations-46.jpg,720,472,JPEG,RGB
Sedang,Melasma,levle0_144_jpg.rf.b854959bc8f8c0af32d82b37fe1283ec.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\levle0_144_jpg.rf.b854959bc8f8c0af32d82b37fe1283ec.jpg,512,512,JPEG,RGB
Sedang,Warts Molluscum and other Viral Infections,6_76.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\6_76.jpg,294,222,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0027801.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0027801.jpg,600,450,JPEG,RGB
Sedang,Warts Molluscum and other Viral Infections,t-herpes-simplex-54.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\t-herpes-simplex-54.jpg,720,477,JPEG,RGB
Ringan,Eczema,t-phlebitis-superficial-5.jpg,D:/Analisis data cptn/Data capston project\Ringan\Eczema\t-phlebitis-superficial-5.jpg,720,494,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0032843.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0032843.jpg,600,450,JPEG,RGB
Terparah,Melanoma,ISIC_7305051.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7305051.jpg,512,512,JPEG,RGB
Terparah,Melanoma,ISIC_7256560.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7256560.jpg,512,512,JPEG,RGB
Terparah,Melanoma,ISIC_6813250.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_6813250.jpg,512,512,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0072818.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0072818.jpg,1024,1024,JPEG,RGB
Sedang,Psoriasis pictures Lichen Planus and related diseases,t-pityriasis-rosea-132.jpg,D:/Analisis data cptn/Data capston project\Sedang\Psoriasis pictures Lichen Planus and related diseases\t-pityriasis-rosea-132.jpg,480,720,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0072492.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0072492.jpg,1024,1024,JPEG,RGB
Terparah,Seborrheic Keratoses and other Benign Tumors,t-seborrheic-keratosis-irritated-182.jpg,D:/Analisis data cptn/Data capston project\Terparah\Seborrheic Keratoses and other Benign Tumors\t-seborrheic-keratosis-irritated-182.jpg,720,472,JPEG,RGB
Sedang,Melasma,levle1_179_jpg.rf.99dacc5b38e3cf491e015d1268cf38ef.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\levle1_179_jpg.rf.99dacc5b38e3cf491e015d1268cf38ef.jpg,512,512,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0066071.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0066071.jpg,1024,1024,JPEG,RGB
Terparah,Melanoma,ISIC_7549209.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7549209.jpg,512,512,JPEG,RGB
Sedang,Psoriasis pictures Lichen Planus and related diseases,t-lichen-planus-151.jpg,D:/Analisis data cptn/Data capston project\Sedang\Psoriasis pictures Lichen Planus and related diseases\t-lichen-planus-151.jpg,720,496,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0073063.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0073063.jpg,1024,1024,JPEG,RGB
Sedang,Psoriasis pictures Lichen Planus and related diseases,t-psoriasis-palms-soles-8.jpg,D:/Analisis data cptn/Data capston project\Sedang\Psoriasis pictures Lichen Planus and related diseases\t-psoriasis-palms-soles-8.jpg,479,720,JPEG,RGB
Terparah,Melanoma,ISIC_7569912.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7569912.jpg,512,512,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0066679.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0066679.jpg,1024,1024,JPEG,RGB
Terparah,Melanoma,ISIC_7270978.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7270978.jpg,512,512,JPEG,RGB
Terparah,Melanoma,ISIC_7168301.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7168301.jpg,512,512,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0066473.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0066473.jpg,1024,1024,JPEG,RGB
Terparah,Seborrheic Keratoses and other Benign Tumors,t-syringoma-41.jpg,D:/Analisis data cptn/Data capston project\Terparah\Seborrheic Keratoses and other Benign Tumors\t-syringoma-41.jpg,720,472,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0054873.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0054873.jpg,1024,1024,JPEG,RGB
Ringan,hyperpigmentation,Resize-450_400acquired-dermal-macular-hyperpigmentation-017__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,D:/Analisis data cptn/Data capston project\Ringan\hyperpigmentation\Resize-450_400acquired-dermal-macular-hyperpigmentation-017__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,450,400,JPEG,RGB
Ringan,Eczema,t-eczema-chronic-49.jpg,D:/Analisis data cptn/Data capston project\Ringan\Eczema\t-eczema-chronic-49.jpg,477,720,JPEG,RGB
Sedang,Warts Molluscum and other Viral Infections,2_101.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\2_101.jpg,294,222,JPEG,RGB
Sedang,Melasma,levle1_407_jpg.rf.1642f5dd7004489761eb09445266a1d3.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\levle1_407_jpg.rf.1642f5dd7004489761eb09445266a1d3.jpg,512,512,JPEG,RGB
Terparah,Melanoma,ISIC_7063995.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7063995.jpg,512,512,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0027976.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0027976.jpg,600,450,JPEG,RGB
Terparah,Melanoma,ISIC_7150048.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7150048.jpg,512,512,JPEG,RGB
Ringan,Atopic Dermatitis,2_30.jpg,D:/Analisis data cptn/Data capston project\Ringan\Atopic Dermatitis\2_30.jpg,294,222,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0064815.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0064815.jpg,1024,1024,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0054161.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0054161.jpg,1024,1024,JPEG,RGB
Sedang,Psoriasis pictures Lichen Planus and related diseases,t-lichen-planus-103.jpg,D:/Analisis data cptn/Data capston project\Sedang\Psoriasis pictures Lichen Planus and related diseases\t-lichen-planus-103.jpg,720,472,JPEG,RGB
Terparah,Seborrheic Keratoses and other Benign Tumors,t-cylindroma-7.jpg,D:/Analisis data cptn/Data capston project\Terparah\Seborrheic Keratoses and other Benign Tumors\t-cylindroma-7.jpg,720,484,JPEG,RGB
Sedang,Psoriasis pictures Lichen Planus and related diseases,v-psoriasis-erythrodermic-17.jpg,D:/Analisis data cptn/Data capston project\Sedang\Psoriasis pictures Lichen Planus and related diseases\v-psoriasis-erythrodermic-17.jpg,479,720,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0072228.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0072228.jpg,1024,1024,JPEG,RGB
Terparah,Seborrheic Keratoses and other Benign Tumors,t-epidermal-cyst-128.jpg,D:/Analisis data cptn/Data capston project\Terparah\Seborrheic Keratoses and other Benign Tumors\t-epidermal-cyst-128.jpg,720,472,JPEG,RGB
Sedang,Warts Molluscum and other Viral Infections,4_7.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\4_7.jpg,294,222,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0068862.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0068862.jpg,1024,1024,JPEG,RGB
Sedang,Warts Molluscum and other Viral Infections,t-warts-13.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\t-warts-13.jpg,720,488,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0072916.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0072916.jpg,1024,1024,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0030056.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0030056.jpg,600,450,JPEG,RGB
Terparah,Seborrheic Keratoses and other Benign Tumors,v-porokeratosis-51.jpg,D:/Analisis data cptn/Data capston project\Terparah\Seborrheic Keratoses and other Benign Tumors\v-porokeratosis-51.jpg,720,480,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0031245.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0031245.jpg,600,450,JPEG,RGB
Sedang,Melasma,18490_png_jpg.rf.d70b68f369f9af5b329bbd9fa41edfd8.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\18490_png_jpg.rf.d70b68f369f9af5b329bbd9fa41edfd8.jpg,512,512,JPEG,RGB
Sedang,Psoriasis pictures Lichen Planus and related diseases,t-psoriasis-palms-soles-130.jpg,D:/Analisis data cptn/Data capston project\Sedang\Psoriasis pictures Lichen Planus and related diseases\t-psoriasis-palms-soles-130.jpg,720,480,JPEG,RGB
Sedang,Melasma,01F3MMY3WTPR3X8P7DH0N0VF44_jpeg_jpg.rf.9faec445ce02d65042c629f653aa10dd.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\01F3MMY3WTPR3X8P7DH0N0VF44_jpeg_jpg.rf.9faec445ce02d65042c629f653aa10dd.jpg,512,512,JPEG,RGB
Sedang,Warts Molluscum and other Viral Infections,t-varicella-50.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\t-varicella-50.jpg,720,472,JPEG,RGB
Sedang,Psoriasis pictures Lichen Planus and related diseases,t-Axillary-Granular-Parakeratosis-2.jpg,D:/Analisis data cptn/Data capston project\Sedang\Psoriasis pictures Lichen Planus and related diseases\t-Axillary-Granular-Parakeratosis-2.jpg,720,472,JPEG,RGB
Ringan,Atopic Dermatitis,t-36IMG010.jpg,D:/Analisis data cptn/Data capston project\Ringan\Atopic Dermatitis\t-36IMG010.jpg,720,472,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0072365.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0072365.jpg,1024,1024,JPEG,RGB
Sedang,Psoriasis pictures Lichen Planus and related diseases,t-psoriasis-palms-soles-163.jpg,D:/Analisis data cptn/Data capston project\Sedang\Psoriasis pictures Lichen Planus and related diseases\t-psoriasis-palms-soles-163.jpg,720,472,JPEG,RGB
Terparah,Melanoma,ISIC_7545722.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7545722.jpg,512,512,JPEG,RGB
Terparah,Melanoma,ISIC_6888142.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_6888142.jpg,512,512,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0063865.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0063865.jpg,1024,1024,JPEG,RGB
Terparah,Seborrheic Keratoses and other Benign Tumors,t-sebaceous-hyperplasia-65.jpg,D:/Analisis data cptn/Data capston project\Terparah\Seborrheic Keratoses and other Benign Tumors\t-sebaceous-hyperplasia-65.jpg,720,472,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0065874.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0065874.jpg,1024,1024,JPEG,RGB
Sedang,Warts Molluscum and other Viral Infections,v-warts-common-73.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\v-warts-common-73.jpg,720,465,JPEG,RGB
Terparah,Seborrheic Keratoses and other Benign Tumors,t-keratoacanthoma-115.jpg,D:/Analisis data cptn/Data capston project\Terparah\Seborrheic Keratoses and other Benign Tumors\t-keratoacanthoma-115.jpg,720,472,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0065211.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0065211.jpg,1024,1024,JPEG,RGB
Sedang,Warts Molluscum and other Viral Infections,v-warts-digitate-48.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\v-warts-digitate-48.jpg,720,469,JPEG,RGB
Terparah,Seborrheic Keratoses and other Benign Tumors,v-dermatofibroma-27.jpg,D:/Analisis data cptn/Data capston project\Terparah\Seborrheic Keratoses and other Benign Tumors\v-dermatofibroma-27.jpg,720,471,JPEG,RGB
Terparah,Melanoma,ISIC_7468304.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7468304.jpg,512,512,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0057222.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0057222.jpg,1024,1024,JPEG,RGB
Terparah,Melanoma,ISIC_7141361.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7141361.jpg,512,512,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0071899.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0071899.jpg,1024,1024,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0031519.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0031519.jpg,600,450,JPEG,RGB
Sedang,Melasma,4aa87886-36bf-445b-a3ab-322154f758a3_jpg.rf.fa8d3b1f3d95931ec2baeb5ee8796e6f.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\4aa87886-36bf-445b-a3ab-322154f758a3_jpg.rf.fa8d3b1f3d95931ec2baeb5ee8796e6f.jpg,512,512,JPEG,RGB
Sedang,Psoriasis pictures Lichen Planus and related diseases,v-psoriasis-palms-soles-193.jpg,D:/Analisis data cptn/Data capston project\Sedang\Psoriasis pictures Lichen Planus and related diseases\v-psoriasis-palms-soles-193.jpg,720,472,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0070039.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0070039.jpg,1024,1024,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0073113.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0073113.jpg,1024,1024,JPEG,RGB
Sedang,Melasma,12573_png_jpg.rf.c540fef0d26254d881c2f384ae604b57.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\12573_png_jpg.rf.c540fef0d26254d881c2f384ae604b57.jpg,512,512,JPEG,RGB
Ringan,hyperpigmentation,Crop-0350_0300acquired-dermal-macular-hyperpigmentation-021-v2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,D:/Analisis data cptn/Data capston project\Ringan\hyperpigmentation\Crop-0350_0300acquired-dermal-macular-hyperpigmentation-021-v2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,294,222,JPEG,RGB
Sedang,Warts Molluscum and other Viral Infections,t-warts-plantar-28.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\t-warts-plantar-28.jpg,720,476,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0066572.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0066572.jpg,1024,1024,JPEG,RGB
Normal,healthy skin,IMG20240115130508 - Fito Aprilius.jpg,D:/Analisis data cptn/Data capston project\Normal\healthy skin\IMG20240115130508 - Fito Aprilius.jpg,3456,4608,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0027631.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0027631.jpg,600,450,JPEG,RGB
Ringan,hyperpigmentation,saturation-150acquired-dermal-macular-hyperpigmentation-007__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,D:/Analisis data cptn/Data capston project\Ringan\hyperpigmentation\saturation-150acquired-dermal-macular-hyperpigmentation-007__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,294,222,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0027595.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0027595.jpg,600,450,JPEG,RGB
Ringan,hyperpigmentation,Resize-450_400acquired-dermal-macular-hyperpigmentation-013__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,D:/Analisis data cptn/Data capston project\Ringan\hyperpigmentation\Resize-450_400acquired-dermal-macular-hyperpigmentation-013__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,450,400,JPEG,RGB
Sedang,Psoriasis pictures Lichen Planus and related diseases,t-seborrheic-dermatitis-93.jpg,D:/Analisis data cptn/Data capston project\Sedang\Psoriasis pictures Lichen Planus and related diseases\t-seborrheic-dermatitis-93.jpg,720,480,JPEG,RGB
Sedang,Melasma,freckles-wrinkles-pores-black-spots-face-freckles-face-114187905_jpg.rf.1f601880cbbcd1e2d91c70a92ec2ea49.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\freckles-wrinkles-pores-black-spots-face-freckles-face-114187905_jpg.rf.1f601880cbbcd1e2d91c70a92ec2ea49.jpg,512,512,JPEG,RGB
